Date,Sales
2013-07-14,46.87
2013-07-15,52.26
2013-07-16,47.81
2013-07-17,42.29
2013-07-18,52.05
2013-07-19,61.02
2013-07-20,59.07
2013-07-21,57.29
2013-07-22,49.75
2013-07-23,52.96
2013-07-24,55.11
2013-07-25,44.79
2013-07-26,38.03
2013-07-27,41.27
2013-07-28,45.68
2013-07-29,44.22
2013-07-30,52.6
2013-07-31,55.34
2013-08-01,44.04
2013-08-02,43.77
2013-08-03,43.78
2013-08-04,45.86
2013-08-05,38.44
2013-08-06,30.2
2013-08-07,37.08
2013-08-08,42.66
2013-08-09,35.49
2013-08-10,35.79
2013-08-11,34.67
2013-08-12,40.56
2013-08-13,51.9
2013-08-14,54.28
2013-08-15,41.41
2013-08-16,35.62
2013-08-17,46.11
2013-08-18,57.57
2013-08-19,48.09
2013-08-20,28.58
2013-08-21,29.8
2013-08-22,34.33
2013-08-23,41.52
2013-08-24,48.06
2013-08-25,42.14
2013-08-26,38.77
2013-08-27,38.34
2013-08-28,41.99
2013-08-29,32.79
2013-08-30,31.88
2013-08-31,39.41
2013-09-01,26.04
2013-09-02,18.8
2013-09-03,31.07
2013-09-04,34.66
2013-09-05,36.23
2013-09-06,37.04
2013-09-07,38.11
2013-09-08,38.66
2013-09-09,36.04
2013-09-10,37.73
2013-09-11,34.41
2013-09-12,34.76
2013-09-13,35.16
2013-09-14,36.48
2013-09-15,44.4
2013-09-16,35.09
2013-09-17,33.96
2013-09-18,40.17
2013-09-19,39.84
2013-09-20,40.41
2013-09-21,29.96
2013-09-22,31.96
2013-09-23,32.17
2013-09-24,36.46
2013-09-25,39.25
2013-09-26,26.18
2013-09-27,29.21
2013-09-28,31.0
2013-09-29,29.2
2013-09-30,22.4
2013-10-01,27.42
2013-10-02,33.13
2013-10-03,33.93
2013-10-04,38.3
2013-10-05,37.76
2013-10-06,48.07
2013-10-07,44.0
2013-10-08,32.38
2013-10-09,27.14
2013-10-10,19.89
2013-10-11,31.14
2013-10-12,42.07
2013-10-13,37.08
2013-10-14,34.36
2013-10-15,40.31
2013-10-16,40.38
2013-10-17,34.43
2013-10-18,35.25
2013-10-19,42.55
2013-10-20,38.05
2013-10-21,31.83
2013-10-22,35.77
2013-10-23,40.15
2013-10-24,38.44
2013-10-25,32.29
2013-10-26,42.27
2013-10-27,45.05
2013-10-28,32.42
2013-10-29,43.58
2013-10-30,46.64
2013-10-31,40.19
2013-11-01,34.88
2013-11-02,43.14
2013-11-03,41.81
2013-11-04,37.81
2013-11-05,30.93
2013-11-06,37.45
2013-11-07,46.96
2013-11-08,35.17
2013-11-09,32.7
2013-11-10,46.42
2013-11-11,48.56
2013-11-12,36.93
2013-11-13,32.9
2013-11-14,39.08
2013-11-15,48.43
2013-11-16,38.3
2013-11-17,31.7
2013-11-18,42.71
2013-11-19,43.66
2013-11-20,50.23
2013-11-21,55.4
2013-11-22,41.87
2013-11-23,41.89
2013-11-24,47.73
2013-11-25,45.64
2013-11-26,40.49
2013-11-27,44.26
2013-11-28,51.07
2013-11-29,56.57
2013-11-30,44.8
2013-12-01,44.54
2013-12-02,51.88
2013-12-03,59.72
2013-12-04,58.29
2013-12-05,46.27
2013-12-06,48.93
2013-12-07,47.94
2013-12-08,46.08
2013-12-09,54.98
2013-12-10,47.69
2013-12-11,35.54
2013-12-12,43.68
2013-12-13,47.4
2013-12-14,51.38
2013-12-15,59.93
2013-12-16,57.75
2013-12-17,58.6
2013-12-18,50.5
2013-12-19,51.6
2013-12-20,50.16
2013-12-21,39.62
2013-12-22,47.54
2013-12-23,48.25
2013-12-24,45.42
2013-12-25,49.28
2013-12-26,50.55
2013-12-27,46.43
2013-12-28,49.71
2013-12-29,53.4
2013-12-30,48.65
2013-12-31,48.86
2014-01-01,49.9
2014-01-02,54.89
2014-01-03,52.08
2014-01-04,52.92
2014-01-05,60.48
2014-01-06,60.44
2014-01-07,51.23
2014-01-08,53.15
2014-01-09,58.13
2014-01-10,64.36
2014-01-11,60.03
2014-01-12,56.4
2014-01-13,49.58
2014-01-14,58.73
2014-01-15,62.85
2014-01-16,61.03
2014-01-17,62.08
2014-01-18,63.21
2014-01-19,61.28
2014-01-20,60.31
2014-01-21,68.26
2014-01-22,64.0
2014-01-23,58.71
2014-01-24,58.25
2014-01-25,59.95
2014-01-26,65.06
2014-01-27,59.34
2014-01-28,66.1
2014-01-29,70.76
2014-01-30,65.0
2014-01-31,69.91
2014-02-01,64.88
2014-02-02,65.01
2014-02-03,71.36
2014-02-04,67.46
2014-02-05,57.29
2014-02-06,58.54
2014-02-07,67.9
2014-02-08,64.52
2014-02-09,57.71
2014-02-10,70.53
2014-02-11,67.23
2014-02-12,58.89
2014-02-13,67.07
2014-02-14,65.92
2014-02-15,60.36
2014-02-16,55.1
2014-02-17,60.88
2014-02-18,68.22
2014-02-19,71.68
2014-02-20,72.8
2014-02-21,75.82
2014-02-22,83.02
2014-02-23,83.97
2014-02-24,77.47
2014-02-25,72.09
2014-02-26,73.46
2014-02-27,66.85
2014-02-28,65.36
2014-03-01,67.14
2014-03-02,72.13
2014-03-03,72.11
2014-03-04,72.52
2014-03-05,65.74
2014-03-06,64.12
2014-03-07,69.22
2014-03-08,70.92
2014-03-09,70.49
2014-03-10,76.59
2014-03-11,77.58
2014-03-12,73.42
2014-03-13,68.9
2014-03-14,79.92
2014-03-15,88.79
2014-03-16,83.01
2014-03-17,79.51
2014-03-18,78.31
2014-03-19,75.38
2014-03-20,68.77
2014-03-21,75.52
2014-03-22,77.31
2014-03-23,73.92
2014-03-24,81.59
2014-03-25,75.36
2014-03-26,76.25
2014-03-27,80.16
2014-03-28,73.29
2014-03-29,70.37
2014-03-30,74.77
2014-03-31,71.17
2014-04-01,74.57
2014-04-02,71.57
2014-04-03,73.49
2014-04-04,79.86
2014-04-05,77.12
2014-04-06,73.69
2014-04-07,75.98
2014-04-08,77.47
2014-04-09,74.15
2014-04-10,76.54
2014-04-11,82.82
2014-04-12,86.4
2014-04-13,83.47
2014-04-14,78.54
2014-04-15,74.73
2014-04-16,71.78
2014-04-17,68.32
2014-04-18,65.42
2014-04-19,79.84
2014-04-20,93.02
2014-04-21,85.16
2014-04-22,73.8
2014-04-23,77.32
2014-04-24,79.26
2014-04-25,79.35
2014-04-26,78.56
2014-04-27,77.12
2014-04-28,83.64
2014-04-29,83.63
2014-04-30,72.12
2014-05-01,66.0
2014-05-02,68.76
2014-05-03,80.09
2014-05-04,75.11
2014-05-05,76.75
2014-05-06,69.26
2014-05-07,73.77
2014-05-08,79.21
2014-05-09,71.51
2014-05-10,75.56
2014-05-11,81.29
2014-05-12,71.12
2014-05-13,70.94
2014-05-14,69.1
2014-05-15,73.94
2014-05-16,67.36
2014-05-17,58.8
2014-05-18,58.34
2014-05-19,63.52
2014-05-20,64.08
2014-05-21,74.02
2014-05-22,70.32
2014-05-23,72.64
2014-05-24,68.6
2014-05-25,63.37
2014-05-26,65.35
2014-05-27,67.19
2014-05-28,67.32
2014-05-29,71.4
2014-05-30,61.49
2014-05-31,66.84
2014-06-01,71.44
2014-06-02,62.37
2014-06-03,62.05
2014-06-04,66.99
2014-06-05,56.01
2014-06-06,53.36
2014-06-07,52.47
2014-06-08,62.7
2014-06-09,77.46
2014-06-10,66.01
2014-06-11,59.7
2014-06-12,60.07
2014-06-13,61.24
2014-06-14,70.24
2014-06-15,69.11
2014-06-16,66.57
2014-06-17,68.43
2014-06-18,58.24
2014-06-19,59.41
2014-06-20,62.74
2014-06-21,53.84
2014-06-22,55.55
2014-06-23,67.83
2014-06-24,64.89
2014-06-25,57.27
2014-06-26,55.28
2014-06-27,54.73
2014-06-28,50.09
2014-06-29,55.27
2014-06-30,54.88
2014-07-01,51.09
2014-07-02,52.39
2014-07-03,57.95
2014-07-04,54.85
2014-07-05,58.09
2014-07-06,48.69
2014-07-07,45.73
2014-07-08,53.5
2014-07-09,62.85
2014-07-10,66.23
2014-07-11,57.52
2014-07-12,50.45
2014-07-13,49.6
2014-07-14,47.78
2014-07-15,50.0
2014-07-16,59.33
2014-07-17,47.01
2014-07-18,33.02
2014-07-19,43.6
2014-07-20,52.14
2014-07-21,49.59
2014-07-22,49.81
2014-07-23,47.05
2014-07-24,44.64
2014-07-25,48.33
2014-07-26,47.47
2014-07-27,53.46
2014-07-28,47.73
2014-07-29,38.81
2014-07-30,41.41
2014-07-31,50.88
2014-08-01,52.36
2014-08-02,49.99
2014-08-03,55.08
2014-08-04,53.13
2014-08-05,48.62
2014-08-06,38.03
2014-08-07,39.8
2014-08-08,47.92
2014-08-09,47.32
2014-08-10,39.43
2014-08-11,42.78
2014-08-12,42.22
2014-08-13,47.16
2014-08-14,49.86
2014-08-15,48.27
2014-08-16,47.27
2014-08-17,39.9
2014-08-18,45.99
2014-08-19,48.57
2014-08-20,49.01
2014-08-21,52.74
2014-08-22,40.0
2014-08-23,42.55
2014-08-24,47.02
2014-08-25,35.96
2014-08-26,39.14
2014-08-27,42.96
2014-08-28,40.49
2014-08-29,36.68
2014-08-30,42.11
2014-08-31,43.28
2014-09-01,41.79
2014-09-02,36.83
2014-09-03,27.53
2014-09-04,38.15
2014-09-05,47.06
2014-09-06,39.96
2014-09-07,33.77
2014-09-08,46.69
2014-09-09,47.24
2014-09-10,43.0
2014-09-11,36.27
2014-09-12,30.21
2014-09-13,40.26
2014-09-14,48.3
2014-09-15,40.93
2014-09-16,43.16
2014-09-17,34.55
2014-09-18,33.26
2014-09-19,39.97
2014-09-20,30.02
2014-09-21,31.42
2014-09-22,38.09
2014-09-23,34.09
2014-09-24,30.14
2014-09-25,32.96
2014-09-26,30.99
2014-09-27,29.81
2014-09-28,32.67
2014-09-29,46.56
2014-09-30,42.35
2014-10-01,32.56
2014-10-02,32.99
2014-10-03,37.13
2014-10-04,28.82
2014-10-05,29.02
2014-10-06,37.79
2014-10-07,30.57
2014-10-08,23.3
2014-10-09,33.36
2014-10-10,43.34
2014-10-11,29.52
2014-10-12,33.56
2014-10-13,48.89
2014-10-14,42.86
2014-10-15,30.33
2014-10-16,35.95
2014-10-17,44.1
2014-10-18,34.36
2014-10-19,30.66
2014-10-20,43.6
2014-10-21,47.14
2014-10-22,35.97
2014-10-23,35.11
2014-10-24,46.83
2014-10-25,53.39
2014-10-26,55.17
2014-10-27,56.99
2014-10-28,42.01
2014-10-29,35.34
2014-10-30,44.46
2014-10-31,36.38
2014-11-01,30.83
2014-11-02,36.58
2014-11-03,37.4
2014-11-04,31.11
2014-11-05,39.81
2014-11-06,45.46
2014-11-07,38.1
2014-11-08,43.99
2014-11-09,43.18
2014-11-10,46.55
2014-11-11,54.5
2014-11-12,48.85
2014-11-13,43.18
2014-11-14,46.17
2014-11-15,40.68
2014-11-16,41.67
2014-11-17,41.87
2014-11-18,46.11
2014-11-19,44.6
2014-11-20,42.64
2014-11-21,47.35
2014-11-22,38.92
2014-11-23,42.24
2014-11-24,52.64
2014-11-25,47.05
2014-11-26,55.85
2014-11-27,54.25
2014-11-28,43.81
2014-11-29,41.67
2014-11-30,45.9
2014-12-01,46.74
2014-12-02,50.79
2014-12-03,48.69
2014-12-04,55.56
2014-12-05,59.72
2014-12-06,57.89
2014-12-07,62.48
2014-12-08,54.59
2014-12-09,66.48
2014-12-10,63.27
2014-12-11,51.48
2014-12-12,48.83
2014-12-13,43.8
2014-12-14,45.94
2014-12-15,50.11
2014-12-16,59.85
2014-12-17,61.95
2014-12-18,59.28
2014-12-19,57.88
2014-12-20,58.72
2014-12-21,54.58
2014-12-22,52.17
2014-12-23,50.31
2014-12-24,53.52
2014-12-25,55.13
2014-12-26,65.33
2014-12-27,67.34
2014-12-28,63.27
2014-12-29,57.13
2014-12-30,62.38
2014-12-31,71.13
2015-01-01,70.61
2015-01-02,61.31
2015-01-03,58.76
2015-01-04,63.92
2015-01-05,56.22
2015-01-06,58.14
2015-01-07,67.63
2015-01-08,68.65
2015-01-09,61.3
2015-01-10,55.12
2015-01-11,51.89
2015-01-12,62.99
2015-01-13,73.56
2015-01-14,74.53
2015-01-15,65.54
2015-01-16,61.45
2015-01-17,62.97
2015-01-18,59.5
2015-01-19,54.42
2015-01-20,57.6
2015-01-21,56.55
2015-01-22,62.8
2015-01-23,73.96
2015-01-24,70.44
2015-01-25,73.03
2015-01-26,78.26
2015-01-27,73.14
2015-01-28,68.99
2015-01-29,67.12
2015-01-30,58.73
2015-01-31,53.96
2015-02-01,69.42
2015-02-02,74.57
2015-02-03,74.47
2015-02-04,81.45
2015-02-05,77.79
2015-02-06,67.93
2015-02-07,74.66
2015-02-08,74.69
2015-02-09,65.96
2015-02-10,78.38
2015-02-11,79.25
2015-02-12,81.11
2015-02-13,72.28
2015-02-14,63.59
2015-02-15,68.69
2015-02-16,77.89
2015-02-17,80.08
2015-02-18,86.67
2015-02-19,86.73
2015-02-20,75.48
2015-02-21,72.25
2015-02-22,80.99
2015-02-23,81.72
2015-02-24,81.11
2015-02-25,85.5
2015-02-26,74.76
2015-02-27,76.27
2015-02-28,85.23
2015-03-01,82.62
2015-03-02,75.18
2015-03-03,73.69
2015-03-04,78.2
2015-03-05,83.81
2015-03-06,80.26
2015-03-07,75.46
2015-03-08,79.55
2015-03-09,84.1
2015-03-10,85.72
2015-03-11,83.3
2015-03-12,82.45
2015-03-13,75.14
2015-03-14,70.56
2015-03-15,85.17
2015-03-16,83.0
2015-03-17,78.91
2015-03-18,77.54
2015-03-19,71.15
2015-03-20,68.29
2015-03-21,68.72
2015-03-22,77.77
2015-03-23,80.75
2015-03-24,80.2
2015-03-25,82.42
2015-03-26,82.15
2015-03-27,75.91
2015-03-28,81.69
2015-03-29,92.77
2015-03-30,93.98
2015-03-31,82.39
2015-04-01,75.37
2015-04-02,77.26
2015-04-03,78.36
2015-04-04,86.87
2015-04-05,88.97
2015-04-06,86.76
2015-04-07,77.93
2015-04-08,80.87
2015-04-09,77.27
2015-04-10,72.07
2015-04-11,77.21
2015-04-12,87.4
2015-04-13,90.3
2015-04-14,78.23
2015-04-15,74.46
2015-04-16,75.84
2015-04-17,73.67
2015-04-18,85.44
2015-04-19,86.69
2015-04-20,83.86
2015-04-21,81.22
2015-04-22,80.37
2015-04-23,81.12
2015-04-24,78.63
2015-04-25,77.3
2015-04-26,85.19
2015-04-27,84.89
2015-04-28,81.59
2015-04-29,84.05
2015-04-30,73.45
2015-05-01,72.03
2015-05-02,74.65
2015-05-03,79.26
2015-05-04,77.11
2015-05-05,75.23
2015-05-06,77.71
2015-05-07,82.38
2015-05-08,76.91
2015-05-09,72.11
2015-05-10,76.68
2015-05-11,87.12
2015-05-12,85.87
2015-05-13,84.68
2015-05-14,82.73
2015-05-15,82.27
2015-05-16,81.53
2015-05-17,71.87
2015-05-18,77.57
2015-05-19,87.73
2015-05-20,76.74
2015-05-21,83.98
2015-05-22,81.1
2015-05-23,66.15
2015-05-24,69.74
2015-05-25,76.23
2015-05-26,80.5
2015-05-27,77.99
2015-05-28,79.32
2015-05-29,78.9
2015-05-30,74.84
2015-05-31,74.56
2015-06-01,75.45
2015-06-02,77.12
2015-06-03,69.91
2015-06-04,71.94
2015-06-05,69.9
2015-06-06,65.11
2015-06-07,57.61
2015-06-08,69.75
2015-06-09,74.75
2015-06-10,75.8
2015-06-11,68.16
2015-06-12,72.77
2015-06-13,66.89
2015-06-14,58.91
2015-06-15,64.98
2015-06-16,72.77
2015-06-17,69.07
2015-06-18,63.5
2015-06-19,71.27
2015-06-20,61.05
2015-06-21,60.82
2015-06-22,73.32
2015-06-23,81.12
2015-06-24,71.31
2015-06-25,53.44
2015-06-26,56.44
2015-06-27,72.35
2015-06-28,76.78
2015-06-29,74.98
2015-06-30,70.9
2015-07-01,64.04
2015-07-02,56.58
2015-07-03,54.89
2015-07-04,63.83
2015-07-05,68.25
2015-07-06,58.03
2015-07-07,55.68
2015-07-08,67.91
2015-07-09,62.76
2015-07-10,58.65
2015-07-11,63.53
2015-07-12,68.83
2015-07-13,70.16
2015-07-14,62.73
2015-07-15,60.2
2015-07-16,59.89
2015-07-17,60.26
2015-07-18,72.28
2015-07-19,70.79
2015-07-20,68.8
2015-07-21,65.09
2015-07-22,67.73
2015-07-23,59.7
2015-07-24,44.92
2015-07-25,43.72
2015-07-26,49.84
2015-07-27,57.67
2015-07-28,53.58
2015-07-29,46.12
2015-07-30,58.43
2015-07-31,64.79
2015-08-01,57.0
2015-08-02,52.9
2015-08-03,50.16
2015-08-04,45.13
2015-08-05,50.18
2015-08-06,47.86
2015-08-07,50.9
2015-08-08,56.45
2015-08-09,52.5
2015-08-10,47.41
2015-08-11,48.84
2015-08-12,43.15
2015-08-13,41.26
2015-08-14,37.71
2015-08-15,44.28
2015-08-16,50.65
2015-08-17,45.39
2015-08-18,51.49
2015-08-19,42.61
2015-08-20,39.37
2015-08-21,45.32
2015-08-22,47.06
2015-08-23,53.05
2015-08-24,41.99
2015-08-25,33.32
2015-08-26,38.48
2015-08-27,48.22
2015-08-28,55.33
2015-08-29,57.37
2015-08-30,42.08
2015-08-31,37.99
2015-09-01,42.44
2015-09-02,43.42
2015-09-03,45.77
2015-09-04,52.2
2015-09-05,46.24
2015-09-06,54.65
2015-09-07,49.35
2015-09-08,44.77
2015-09-09,31.64
2015-09-10,39.62
2015-09-11,43.41
2015-09-12,35.22
2015-09-13,36.39
2015-09-14,42.51
2015-09-15,41.6
2015-09-16,48.74
2015-09-17,47.36
2015-09-18,36.6
2015-09-19,40.41
2015-09-20,44.49
2015-09-21,42.09
2015-09-22,35.59
2015-09-23,40.17
2015-09-24,33.81
2015-09-25,37.63
2015-09-26,38.52
2015-09-27,46.53
2015-09-28,45.96
2015-09-29,36.04
2015-09-30,43.22
2015-10-01,43.78
2015-10-02,42.91
2015-10-03,50.03
2015-10-04,45.25
2015-10-05,46.86
2015-10-06,43.46
2015-10-07,35.97
2015-10-08,35.54
2015-10-09,43.85
2015-10-10,40.36
2015-10-11,44.09
2015-10-12,48.16
2015-10-13,45.11
2015-10-14,41.04
2015-10-15,33.1
2015-10-16,31.94
2015-10-17,44.7
2015-10-18,44.49
2015-10-19,51.65
2015-10-20,52.14
2015-10-21,44.48
2015-10-22,42.0
2015-10-23,39.07
2015-10-24,42.29
2015-10-25,39.8
2015-10-26,43.92
2015-10-27,51.88
2015-10-28,57.12
2015-10-29,52.61
2015-10-30,48.23
2015-10-31,51.2
2015-11-01,46.0
2015-11-02,49.39
2015-11-03,53.47
2015-11-04,45.93
2015-11-05,48.24
2015-11-06,51.72
2015-11-07,49.85
2015-11-08,51.43
2015-11-09,51.55
2015-11-10,46.73
2015-11-11,46.91
2015-11-12,51.95
2015-11-13,50.18
2015-11-14,61.85
2015-11-15,53.62
2015-11-16,40.74
2015-11-17,46.43
2015-11-18,49.28
2015-11-19,47.73
2015-11-20,46.82
2015-11-21,50.21
2015-11-22,52.94
2015-11-23,49.86
2015-11-24,52.23
2015-11-25,56.53
2015-11-26,51.36
2015-11-27,46.51
2015-11-28,52.51
2015-11-29,51.57
2015-11-30,58.29
2015-12-01,61.24
2015-12-02,54.88
2015-12-03,55.98
2015-12-04,51.36
2015-12-05,54.11
2015-12-06,65.55
2015-12-07,68.87
2015-12-08,61.49
2015-12-09,42.73
2015-12-10,58.38
2015-12-11,64.56
2015-12-12,50.01
2015-12-13,57.42
2015-12-14,57.98
2015-12-15,56.46
2015-12-16,52.92
2015-12-17,65.82
2015-12-18,59.79
2015-12-19,46.23
2015-12-20,58.84
2015-12-21,60.59
2015-12-22,55.41
2015-12-23,56.74
2015-12-24,60.32
2015-12-25,62.18
2015-12-26,58.82
2015-12-27,67.7
2015-12-28,65.04
2015-12-29,62.33
2015-12-30,71.67
2015-12-31,77.7
2016-01-01,69.56
2016-01-02,67.72
2016-01-03,67.95
2016-01-04,60.74
2016-01-05,59.27
2016-01-06,58.92
2016-01-07,68.49
2016-01-08,71.67
2016-01-09,59.18
2016-01-10,64.49
2016-01-11,66.44
2016-01-12,67.3
2016-01-13,65.73
2016-01-14,68.23
2016-01-15,74.12
2016-01-16,68.07
2016-01-17,67.37
2016-01-18,77.52
2016-01-19,76.2
2016-01-20,73.12
2016-01-21,86.69
2016-01-22,82.32
2016-01-23,77.65
2016-01-24,81.94
2016-01-25,72.9
2016-01-26,78.9
2016-01-27,83.04
2016-01-28,82.83
2016-01-29,81.79
2016-01-30,73.91
2016-01-31,70.23
2016-02-01,74.73
2016-02-02,76.05
2016-02-03,85.37
2016-02-04,88.67
2016-02-05,74.58
2016-02-06,64.6
2016-02-07,72.1
2016-02-08,68.35
2016-02-09,66.84
2016-02-10,77.64
2016-02-11,87.14
2016-02-12,91.43
2016-02-13,90.47
2016-02-14,76.43
2016-02-15,75.15
2016-02-16,81.21
2016-02-17,81.78
2016-02-18,86.21
2016-02-19,78.1
2016-02-20,79.86
2016-02-21,82.63
2016-02-22,84.69
2016-02-23,84.41
2016-02-24,85.29
2016-02-25,81.5
2016-02-26,72.77
2016-02-27,73.53
2016-02-28,84.32
2016-02-29,83.88
2016-03-01,80.7
2016-03-02,86.4
2016-03-03,84.01
2016-03-04,74.94
2016-03-05,82.63
2016-03-06,90.45
2016-03-07,84.88
2016-03-08,85.09
2016-03-09,85.75
2016-03-10,74.11
2016-03-11,72.77
2016-03-12,74.89
2016-03-13,83.05
2016-03-14,92.02
2016-03-15,86.43
2016-03-16,89.02
2016-03-17,74.49
2016-03-18,69.91
2016-03-19,80.61
2016-03-20,75.74
2016-03-21,87.07
2016-03-22,89.7
2016-03-23,79.56
2016-03-24,76.25
2016-03-25,87.34
2016-03-26,92.65
2016-03-27,91.79
2016-03-28,91.32
2016-03-29,90.74
2016-03-30,88.95
2016-03-31,77.7
2016-04-01,78.63
2016-04-02,89.19
2016-04-03,90.08
2016-04-04,86.88
2016-04-05,82.72
2016-04-06,77.33
2016-04-07,82.88
2016-04-08,90.79
2016-04-09,99.37
2016-04-10,93.92
2016-04-11,100.18
2016-04-12,90.97
2016-04-13,83.5
2016-04-14,94.77
2016-04-15,101.16
2016-04-16,93.69
2016-04-17,88.38
2016-04-18,80.43
2016-04-19,77.41
2016-04-20,82.84
2016-04-21,84.48
2016-04-22,96.56
2016-04-23,93.5
2016-04-24,84.72
2016-04-25,79.64
2016-04-26,88.22
2016-04-27,92.41
2016-04-28,86.54
2016-04-29,94.77
2016-04-30,93.08
2016-05-01,84.41
2016-05-02,78.94
2016-05-03,84.6
2016-05-04,84.77
2016-05-05,81.7
2016-05-06,78.1
2016-05-07,83.17
2016-05-08,76.92
2016-05-09,77.91
2016-05-10,83.46
2016-05-11,82.5
2016-05-12,74.84
2016-05-13,76.51
2016-05-14,80.19
2016-05-15,83.17
2016-05-16,90.01
2016-05-17,87.36
2016-05-18,93.8
2016-05-19,86.66
2016-05-20,86.0
2016-05-21,82.84
2016-05-22,73.28
2016-05-23,68.57
2016-05-24,66.13
2016-05-25,75.44
2016-05-26,78.64
2016-05-27,77.94
2016-05-28,80.92
2016-05-29,71.07
2016-05-30,65.85
2016-05-31,86.73
2016-06-01,83.23
2016-06-02,69.58
2016-06-03,74.25
2016-06-04,68.17
2016-06-05,69.03
2016-06-06,65.43
2016-06-07,75.24
2016-06-08,70.97
2016-06-09,69.48
2016-06-10,71.1
2016-06-11,69.64
2016-06-12,80.47
2016-06-13,79.61
2016-06-14,77.53
2016-06-15,78.56
2016-06-16,70.1
2016-06-17,65.15
2016-06-18,75.11
2016-06-19,74.83
2016-06-20,74.41
2016-06-21,70.6
2016-06-22,71.74
2016-06-23,68.27
2016-06-24,67.68
